ACCOUNT_NO.,ACCOUNT_NAME,SCHEME_TYPE,CLS_BALANCE,AVG_CR_BALANCE,AVG_DR_BALANCE,INT_RATE,INT_EXPENSE,INT_INCOME,ACCT_OPEN_DATE _OPEN_EFFECTIVE_DATE,GL_SUB_HEAD_CODE,MATURITY_DATE,CRNCY,A/C_CLASSIFICATION,CR_INT_RATE,DR_INT_RATE,COUNTRY,INT_CODE,LAST_DAY_IN_DR_BAL,LAST_DAY_IN_DR_BAL.1,INT_PAY_FLAG,INT_COLL_FLAG,CUST_ID,OPENING_BAL.
PAL50015310047,LC AMENDMENT COMM. HO - EUR,OAB,207.76,207.76,0,0,0,0,3/28/2018,53100,2022-07-09,EUR,,0,0,UNITED STATES,,,7/5/2022,N,N,,207.76
PAL50016950003,BUSINESS PROMOTIONS EXPENSE,OAB,"-5,907.34",0,"5,907.34",0,0,0,7/1/2008,68000,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-5,907.34"
PAL50015320004,CONFIRMATION FEE CLEAN LINE NI,OAB,"298,827.89","298,827.89",0,0,0,0,7/1/2008,53200,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"298,827.89"
PAL50015800001,REALIZED GAIN/LOSS FX,OAB,"95,166.94","95,166.94",0,0,0,0,7/1/2008,58000,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"95,166.94"
PAL50015320007,LC AMENDMENT COMM NB,OAB,"17,870.00","17,870.00",0,0,0,0,7/1/2008,53200,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"17,870.00"
PAL50015700004,WIRE TRANSFER FEES,OAB,"325,006.41","325,006.41",0,0,0,0,6/20/2011,53300,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"325,006.41"
PAL50015320009,LC CONFIRM COMM NNY,OAB,"275,415.40","275,415.40",0,0,0,0,7/1/2008,53200,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"275,415.40"
PAL50015320011,LC DISCREPANCY NIGBK,OAB,"10,800.00","10,800.00",0,0,0,0,7/1/2008,53200,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"10,800.00"
PAL50015320013,LC NEOGTIAITON COMNB,OAB,"146,380.20","146,380.20",0,0,0,0,7/1/2008,53200,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"146,380.20"
PAL50015320015,LC POSTAGE & TLX NB,OAB,"64,485.00","64,485.00",0,0,0,0,7/1/2008,53200,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"64,485.00"
PAL50015320017,LC WIRE TRF FEE NIG BK - USD,OAB,"8,950.00","8,950.00",0,0,0,0,7/1/2008,53200,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"8,950.00"
PAL50015700001,GAIN/LOSS FIX ASSETS,OAB,35,35,0,0,0,0,7/1/2008,57000,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,35
PAL50015320018,LC ADVISING COMMISSION NIGERIA,OAB,"28,020.00","28,020.00",0,0,0,0,7/1/2008,53200,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"28,020.00"
PAL50015320019,REIMB FEE OTHERS,OAB,300,300,0,0,0,0,7/1/2008,53200,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,300
PAL50015320022,WIRE FEES UBA CUST (IN/OUT),OAB,389.51,389.51,0,0,0,0,7/1/2008,53300,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,389.51
PAL50015320047,OTHER FEES EUR,OAB,"3,486.84","3,486.84",0,0,0,0,9/14/2017,53300,2022-07-09,EUR,,0,0,UNITED STATES,,,7/5/2022,N,N,,"3,486.84"
PAL50015320048,OTHER FEES GBP,OAB,"36,629.16","36,629.16",0,0,0,0,9/14/2017,53300,2022-07-09,GBP,,0,0,UNITED STATES,,,7/5/2022,N,N,,"36,629.16"
PAL50015340001,UPFRONT FACILITY FEE,OAB,"74,729.74","74,729.74",0,0,0,0,8/28/2020,53400,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"74,729.74"
PAL50015310016,LC WIRE TRANSFER FEE HEAD OFFI,OAB,"8,000.00","8,000.00",0,0,0,0,7/1/2008,53100,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"8,000.00"
PAL50015310014,LC POSTAGE & TLX H/O,OAB,"48,115.00","48,115.00",0,0,0,0,7/1/2008,53100,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"48,115.00"
PAL50015310013,LC NEGOTIATION COMHO,OAB,"74,693.42","74,693.42",0,0,0,0,7/1/2008,53100,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"74,693.42"
PAL50015310012,LC DISCREPANCY COMHO,OAB,"5,400.00","5,400.00",0,0,0,0,7/1/2008,53100,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"5,400.00"
PAL50016200010,FOOD STAFF EXPENSES,OAB,"-17,089.29",0,"17,089.29",0,0,0,7/1/2008,62000,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-17,089.29"
PAL50016200006,CONSULTANT SERVICES,OAB,"-28,128.75",0,"28,128.75",0,0,0,7/1/2008,62000,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-28,128.75"
PAL50016200004,BONUS ACCRUED,OAB,"-225,000.00",0,"225,000.00",0,0,0,7/1/2008,62000,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-225,000.00"
PAL50016200002,BASIC SALARY LOCAL STAFF,OAB,"-3,952,038.61",0,"3,952,038.61",0,0,0,7/1/2008,62000,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-3,952,038.61"
PAL50016200001,401 K EMPLOYER CONTRIBUTION,OAB,"-46,679.75",0,"46,679.75",0,0,0,7/1/2008,62000,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-46,679.75"
PAL50016131505,I/E O/N SWEEPS - NY,OAB,"-16,835.79",0,"16,835.79",0,0,0,7/1/2008,61320,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-16,835.79"
PAL50015800010,REALIZED GAIN/LOSS ON FX TRANS,OAB,"-16,165.63",0,"16,165.63",0,0,0,7/1/2008,58000,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-16,165.63"
,,,,,,,,,,,2022-07-09,,,,,,,,,,,,
PAL50015101001,I/I-O/D UBA H.O.,OAB,"1,955,822.21","1,955,822.21",0,0,0,0,7/1/2008,51010,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"1,955,822.21"
PAL50016200012,OVERTIME EXPENSES,OAB,"-5,527.68",0,"5,527.68",0,0,0,7/1/2008,62000,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-5,527.68"
PAL50015101002,I/I-O/D UBA H.O.,OAB,0.01,0.01,0,0,0,0,7/2/2008,51010,2022-07-09,GBP,,0,0,UNITED STATES,,,7/5/2022,N,N,,0.01
PAL50015110015,I/I LOANS TO BKS IN FGN COUNTR,OAB,"55,354.95","55,354.95",0,0,0,0,7/1/2008,51100,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"55,354.95"
PAL50015110042,INTEREST INCOME- TERM PLACEMEN,OAB,"459,375.00","459,375.00",0,0,0,0,7/1/2008,51100,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"459,375.00"
PAL50015110062,II CD PURCHASED (CED),OAB,"98,388.89","98,388.89",0,0,0,0,7/1/2008,51015,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"98,388.89"
PAL50015142001,INTEREST INCOME SYN AND PARTIC,OAB,"1,255,614.60","1,255,614.60",0,0,0,0,8/27/2020,51420,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"1,255,614.60"
PAL50015310001,COMMISSION ON BANKERS ACCEPTAN,OAB,"100,469.32","100,469.32",0,0,0,0,7/1/2008,53100,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"100,469.32"
PAL50015310002,CONFIRMATION FEE ITF HEAD OFFI,OAB,"64,522.49","64,522.49",0,0,0,0,7/1/2008,53100,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"64,522.49"
PAL50015310003,LC ADVISING COMMISSION HEAD OF,OAB,"28,250.00","28,250.00",0,0,0,0,7/1/2008,53100,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"28,250.00"
PAL50015310007,LC AMENDMENT COMM HO,OAB,"15,360.00","15,360.00",0,0,0,0,7/1/2008,53100,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"15,360.00"
PAL50015310010,LC CONFIRM COMM H/O,OAB,"109,566.11","109,566.11",0,0,0,0,7/1/2008,53100,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"109,566.11"
PAL50015110001,II FRB,OAB,"788,182.58","788,182.58",0,0,0,0,7/1/2008,51000,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"788,182.58"
PAL50016110012,I E - O/N BORROWING HO & SUBSD,OAB,"4,007,115.00","4,007,115.00",0,0,0,0,7/1/2008,61315,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"4,007,115.00"
50010010002950,FBNQUEST MERCHANT BANK LIMITED,ODA,"20,631.18","20,631.18",0,0,0,0,2/14/2019,21001,2022-07-09,USD,Performing A/c,0,0,NIGERIA,DDA1,,7/5/2022,Y,Y,C000000120,"20,631.18"
PAL50016960007,LEGAL FEES - GENERAL,OAB,"-139,688.60",0,"139,688.60",0,0,0,7/1/2008,69600,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-139,688.60"
USD50012800503,HO CAPITAL FUNDS,OAB,"3,000,000.00","3,000,000.00",0,0,0,0,7/1/2008,28005,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"3,000,000.00"
USD50012920001,BANKS LIABILITY FOR DEFERRED P,OAB,"171,000.00","171,000.00",0,0,0,0,7/1/2008,29200,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"171,000.00"
USD50013700021,RETAINED EARNINGS FYE SEP/30/2,OAB,"-112,307,071.72",0,"112,307,071.72",0,0,0,7/1/2008,37000,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-112,307,071.72"
USD50017002001,FX FWD CONTINGENT (INTER-BANK,OAB,"8,061,241.00","8,061,241.00",0,0,0,0,7/1/2008,70020,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"8,061,241.00"
USD50017002003,FX FWD CONTINGENT (INTER-BANK,OAB,"-8,061,019.63",0,"8,061,019.63",0,0,0,7/1/2008,70020,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-8,061,019.63"
USD50017002009,FX SPOT CONTINGENT (INTER-BANK,OAB,"21,577.68","21,577.68",0,0,0,0,7/1/2008,70020,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"21,577.68"
USD50017017025,Customer Liability for Standby,OAB,"-1,172,581.25",0,"1,172,581.25",0,0,0,7/1/2008,70170,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-1,172,581.25"
USD50017020001,Customer Liability for Export,OAB,"-39,364,324.39",0,"39,364,324.39",0,0,0,7/1/2008,70200,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-39,364,324.39"
USD50017020051,Customer Liability for Export,OAB,"-6,724,065.90",0,"6,724,065.90",0,0,0,7/1/2008,70200,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-6,724,065.90"
USD50017020102,CUSTOMER LIABILITY FOR EXPORT,OAB,"-602,730.00",0,"602,730.00",0,0,0,7/7/2021,70201,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-602,730.00"
USD50017020151,CUSTOMER LIABILITY FOR EXPORT,OAB,"-37,563,045.40",0,"37,563,045.40",0,0,0,7/1/2008,70201,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-37,563,045.40"
USD50018002003,FX SPOT CONTINGENT CONTRA A/C,OAB,"-21,799.05",0,"21,799.05",0,0,0,7/1/2008,80020,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-21,799.05"
USD50018017001,Standby LC Issued Clean Line U,OAB,"1,172,581.25","1,172,581.25",0,0,0,0,7/1/2008,80170,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"1,172,581.25"
USD50018020001,EXPORT LCS -CONFRM.-BANK'S LIA,OAB,"84,254,165.69","84,254,165.69",0,0,0,0,7/1/2008,80200,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"84,254,165.69"
USD50019017001,Unconfirmed Export L/C - Memo,OAB,"-151,936,221.12",0,"151,936,221.12",0,0,0,7/1/2008,90170,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-151,936,221.12"
USD50012800502,CAP EQUIV DEP FUND HO,OAB,"9,100,000.00","9,100,000.00",0,0,0,0,7/1/2008,28005,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"9,100,000.00"
USD50012800501,HO ADDITIONAL CAPITAL,OAB,"23,575,077.88","23,575,077.88",0,0,0,0,7/1/2008,28005,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"23,575,077.88"
USD50012527002,INTER-DEPTL TRANSFER,OAB,"-5,224.62",0,"5,224.62",0,0,0,7/1/2008,25270,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-5,224.62"
USD50012519002,AIR OD,OAB,"-89,202.82",0,"89,202.82",0,0,0,7/1/2008,16575,2022-07-09,USD,,0,0,NIGERIA,,7/5/2022,,N,N,,"-89,202.82"
USD50012508019,DEFERRED RENT EXPENSE ROCKEFEL,OAB,"159,967.85","159,967.85",0,0,0,0,7/1/2008,25150,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"159,967.85"
USD50012508020,A/P EMPLOYEE EXPENSES,OAB,"110,000.00","110,000.00",0,0,0,0,7/1/2008,25080,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"110,000.00"
USD50012508022,A/P LEGAL FEES,OAB,"98,153.60","98,153.60",0,0,0,0,7/1/2008,25080,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"98,153.60"
USD50012508028,A/P 401K EMPLOYEE PAYABLE,OAB,"50,957.97","50,957.97",0,0,0,0,7/1/2008,25080,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"50,957.97"
USD50012508052,A/P ACCOUNTS PAYABLE,OAB,"154,999.96","154,999.96",0,0,0,0,7/1/2008,25080,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"154,999.96"
USD50012508059,A/P INT.CONTROL AUDIT FEES,OAB,"76,480.30","76,480.30",0,0,0,0,2/10/2020,25080,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"76,480.30"
USD50012508060,A/P HCM,OAB,"272,029.97","272,029.97",0,0,0,0,2/10/2020,25080,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"272,029.97"
USD50019057001,Unconfirmed Export L/C - Memo,OAB,"151,936,221.12","151,936,221.12",0,0,0,0,7/1/2008,90570,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"151,936,221.12"
USD50012508062,A/P IT,OAB,"246,644.21","246,644.21",0,0,0,0,2/10/2020,25080,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"246,644.21"
USD50012508068,A/P RISK MANAGEMENT,OAB,"35,000.00","35,000.00",0,0,0,0,2/10/2020,25080,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"35,000.00"
USD50012508069,A/P BIZ DEVELOPMENT,OAB,"255,000.00","255,000.00",0,0,0,0,2/10/2020,25080,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"255,000.00"
USD50012508072,A/P TRAVEL,OAB,"20,000.00","20,000.00",0,0,0,0,2/10/2020,25080,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"20,000.00"
USD50012508080,A/P 401K EMPLOYEE LOAN REPMT,OAB,"28,393.17","28,393.17",0,0,0,0,7/1/2008,25080,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"28,393.17"
USD50012509003,PAYROLL+MED.EXP.ACCRUAL,OAB,"1,690,197.80","1,690,197.80",0,0,0,0,7/31/2008,25090,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"1,690,197.80"
USD50012517001,UNEARNED FEE INC.CORP,OAB,"160,270.26","160,270.26",0,0,0,0,8/28/2020,25170,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"160,270.26"
USD50012518501,AIP SWEEPS,OAB,"36,707.79","36,707.79",0,0,0,0,7/1/2008,25185,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"36,707.79"
USD50012508063,A/P FINANCE,OAB,"18,825.70","18,825.70",0,0,0,0,2/10/2020,25080,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"18,825.70"
USD50012508007,A/P - BONUS PAYABLE TO STAFF,OAB,"225,000.00","225,000.00",0,0,0,0,7/1/2008,25080,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"225,000.00"
USD50021931101,INTERSOL ACCOUNT,OAB,"84,548.22","84,548.22",0,0,0,0,7/1/2008,19311,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"84,548.22"
USD50023700021,RETAINED EARNINGS FYE SEP/30/2,OAB,"97,736,323.00","97,736,323.00",0,0,0,0,7/1/2008,37000,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"97,736,323.00"
USD50032517283,UN-EARNED DISCOUNT ON BNK ACCE,OAB,"49,834.43","49,834.43",0,0,0,0,7/1/2008,25172,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"49,834.43"
USD50032518501,AIP SWEEPS,OAB,"9,090.11","9,090.11",0,0,0,0,7/1/2008,25185,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"9,090.11"
USD50032519019,AIP TERM BORROWING FRM GOVT. &,OAB,"148,155.63","148,155.63",0,0,0,0,7/23/2008,25190,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"148,155.63"
USD50032519031,AIP-TERM LENDING TO BANKS IN N,OAB,"2,760.88","2,760.88",0,0,0,0,7/1/2008,25190,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"2,760.88"
USD50032524501,GEN ALLOW FOR LOAN LOSS,OAB,"65,000.00","65,000.00",0,0,0,0,7/1/2008,25245,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"65,000.00"
USD50032528001,ACCR.EXPENSE-SLA GCI/NYB,OAB,"1,537,590.61","1,537,590.61",0,0,0,0,7/1/2008,25280,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"1,537,590.61"
USD50032800501,ADDITIONAL CAPITAL,OAB,"61,106,570.44","61,106,570.44",0,0,0,0,7/1/2008,28005,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"61,106,570.44"
USD50032800502,CAPITAL FUNDS,OAB,"250,000.00","250,000.00",0,0,0,0,7/1/2008,28005,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"250,000.00"
USD50033400201,MARK TO MARKET ENTRIES,OAB,"-25,167,815.08",0,"25,167,815.08",0,0,0,12/1/2021,34002,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-25,167,815.08"
USD50033700021,RETAINED EARNINGS FYE SEP/30/2,OAB,"290,175,391.78","290,175,391.78",0,0,0,0,7/1/2008,37000,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"290,175,391.78"
XAF50011216001,NOSTRO-UBA CAMERON,OAB,"-145,002.00",0,"145,002.00",0,0,0,2/15/2019,12130,2022-07-09,XAF,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-145,002.00"
XAF50011911101,FT POSITION ACCOUNTS,OAB,"145,001.00","145,001.00",0,0,0,0,2/15/2019,19111,2022-07-09,XAF,,0,0,UNITED STATES,,,7/5/2022,N,N,,"145,001.00"
XAF50011911118,SPOT POSITION XAF,OAB,1,1,0,0,0,0,10/20/2020,19111,2022-07-09,XAF,,0,0,UNITED STATES,,,7/5/2022,N,N,,1
XOF50011216001,NOSTRO-UBA SENEGAL,OAB,"-1,817,442,498.00",0,"1,817,442,498.00",0,0,0,2/15/2019,19111,2022-07-09,XOF,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-1,817,442,498.00"
XOF50011911101,FT POSITION ACCOUNTS,OAB,"1,817,442,498.00","1,817,442,498.00",0,0,0,0,2/15/2019,19111,2022-07-09,XOF,,0,0,UNITED STATES,,,7/5/2022,N,N,,"1,817,442,498.00"
USD50032322002,BORROWINGS FRM HEAD OFFICE AND,OAB,"2,500,000.00","2,500,000.00",0,0,0,0,7/1/2008,23220,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"2,500,000.00"
USD50032315002,IB - FGVI (COMMERCIAL BORR. FO,OAB,"99,968,000.00","99,968,000.00",0,0,0,0,7/9/2008,23150,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"99,968,000.00"
USD50032311501,M M BORROWINGS FRM BANK IN OTH,OAB,"4,988,530.00","4,988,530.00",0,0,0,0,7/1/2008,23115,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"4,988,530.00"
USD50031931104,INTERBRCH SETTL  GCI,OAB,"-27,467,400.24",0,"27,467,400.24",0,0,0,7/1/2008,19311,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-27,467,400.24"
USD50031272002,M M LENDING - HEAD OFFICE AND,OAB,"-497,700,000.00",0,"497,700,000.00",0,0,0,7/1/2008,12755,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-497,700,000.00"
USD50031330532,SECURITIES DISCOUNT BOND,OAB,"5,608,183.46","5,608,183.46",0,0,0,0,2/16/2021,13330,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"5,608,183.46"
USD50031342502,EURO BOND,OAB,"-138,820,000.00",0,"138,820,000.00",0,0,0,2/12/2021,13425,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-138,820,000.00"
USD50031342581,PREMIUM-AFS,OAB,"-246,300.00",0,"246,300.00",0,0,0,7/1/2008,13425,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-246,300.00"
USD50031342584,MTM GAIN/LOSS ON AFS (ASSET AC,OAB,"25,167,815.08","25,167,815.08",0,0,0,0,11/16/2021,13425,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"25,167,815.08"
USD50031492502,DISC ON ACCOM DRAFT L/C,OAB,"-444,395.37",0,"444,395.37",0,0,0,3/6/2015,14925,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-444,395.37"
USD50031601001,AIR LOANS - CORPORATE,OAB,"-312,664.38",0,"312,664.38",0,0,0,7/1/2008,16010,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-312,664.38"
USD50021931114,INTER BRANCH SETTLEMENT - IBF,OAB,"-97,820,871.22",0,"97,820,871.22",0,0,0,4/29/2014,19311,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-97,820,871.22"
USD50031601002,AIR LOANS - NONRELATED BANKS,OAB,"-1,893,666.74",0,"1,893,666.74",0,0,0,7/1/2008,16010,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-1,893,666.74"
USD50031614002,PREPAID CIMA ANNUAL FEE,OAB,"-55,880.00",0,"55,880.00",0,0,0,9/30/2008,16140,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-55,880.00"
USD50031620004,ACCR. INTEREST REC'BLE -EURO B,OAB,"-2,331,609.28",0,"2,331,609.28",0,0,0,2/12/2021,16200,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-2,331,609.28"
USD50031622012,AIR- TERM LENDING TO HO & SUBS,OAB,"-3,254,505.56",0,"3,254,505.56",0,0,0,7/1/2008,16220,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-3,254,505.56"
USD50031657001,AIR LOANS - HEAD OFFICE TRADE,OAB,"-702,458.02",0,"702,458.02",0,0,0,7/1/2008,16570,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-702,458.02"
USD50031911104,SPOT POSITION USD/EUR,OAB,"30,216.34","30,216.34",0,0,0,0,7/1/2008,19111,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"30,216.34"
USD50031911110,USD/GBP SPOT  (POSITION) ACCOU,OAB,"22,438.05","22,438.05",0,0,0,0,7/1/2008,19111,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"22,438.05"
USD50031931101,INTERSOL ACCOUNT,OAB,"376,474,448.82","376,474,448.82",0,0,0,0,7/1/2008,19311,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"376,474,448.82"
USD50031601003,ACCRD INT. RCVBLE  TRM LOANS -,OAB,-126.42,0,126.42,0,0,0,7/1/2008,16010,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,-126.42
PAL50016960005,CUSTODIAN FEES,OAB,"-45,602.27",0,"45,602.27",0,0,0,7/1/2008,69600,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-45,602.27"
USD50012508005,A/P GENERAL (USD),OAB,"1,151.16","1,151.16",0,0,0,0,7/1/2008,25080,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"1,151.16"
USD50012504701,OFFICIAL CHECKS,OAP,"2,120.02","2,120.02",0,0,0,0,7/1/2008,25047,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"2,120.02"
PAL50036132003,INTEREST EXPENSE - BONDS,OAB,"452,893.61","452,893.61",0,0,0,0,2/16/2021,61320,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"452,893.61"
PAL50036600001,PROV FOR LOAN LOSSES,OAB,"-65,000.00",0,"65,000.00",0,0,0,7/1/2008,66000,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-65,000.00"
PAL50036960003,CIMA LICENSE+ADMIN FEES CIBC,OAB,"-57,485.85",0,"57,485.85",0,0,0,7/1/2008,65200,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-57,485.85"
PAL50036960004,SLA FEE EXPENSE ON GCI FROM NY,OAB,"-1,787,590.61",0,"1,787,590.61",0,0,0,7/1/2008,53003,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-1,787,590.61"
